Accession;Description;Master;Abundance: F1: 128N, Sample, Alagille Syndrome;Abundance: F1: 130C, Sample, Alagille Syndrome;Abundance: F2: 130N, Sample, Alagille Syndrome;Abundance: F3: 127N, Sample, Alagille Syndrome;Abundance: F3: 129C, Sample, Alagille Syndrome;Abundance: F4: 126, Sample, Alagille Syndrome;Abundance: F4: 129N, Sample, Alagille Syndrome;Abundance: F1: 127C, Sample, Biliary Atresia;Abundance: F1: 130N, Sample, Biliary Atresia;Abundance: F2: 127N, Sample, Biliary Atresia;Abundance: F2: 129C, Sample, Biliary Atresia;Abundance: F3: 129N, Sample, Biliary Atresia;Abundance: F4: 128C, Sample, Biliary Atresia;Abundance: F4: 131N, Sample, Biliary Atresia;Abundance: F1: 126, Sample, Control;Abundance: F1: 129N, Sample, Control;Abundance: F2: 128C, Sample, Control;Abundance: F2: 131N, Sample, Control;Abundance: F3: 128N, Sample, Control;Abundance: F3: 130C, Sample, Control;Abundance: F4: 130N, Sample, Control;Abundance: F1: 131N, Sample, DAAT;Abundance: F2: 128N, Sample, DAAT;Abundance: F2: 130C, Sample, DAAT;Abundance: F3: 127C, Sample, DAAT;Abundance: F3: 130N, Sample, DAAT;Abundance: F4: 127N, Sample, DAAT;Abundance: F4: 129C, Sample, DAAT;Abundance: F1: 131C, Control, IS;Abundance: F2: 131C, Control, IS;Abundance: F3: 131C, Control, IS;Abundance: F4: 131C, Control, IS;Abundance: F1: 127N, Sample, PFIC;Abundance: F1: 128C, Sample, PFIC;Abundance: F1: 129C, Sample, PFIC;Abundance: F2: 126, Sample, PFIC;Abundance: F2: 127C, Sample, PFIC;Abundance: F2: 129N, Sample, PFIC;Abundance: F3: 126, Sample, PFIC;Abundance: F3: 128C, Sample, PFIC;Abundance: F3: 131N, Sample, PFIC;Abundance: F4: 127C, Sample, PFIC;Abundance: F4: 128N, Sample, PFIC;Abundance: F4: 130C, Sample, PFIC
Q86VB7;Scavenger receptor cysteine-rich type 1 protein M130 OS=Homo sapiens OX=9606 GN=CD163 PE=1 SV=2;Master Protein;4811,3;4165,3;3442;4037,6;3997;5322;5973,8;3238,9;2997,1;3388,6;3112,8;4702;4545,8;3408,4;4433,6;5015,7;5038,3;5109,5;3092,7;4138,2;5523,6;1324,1;1769,9;1669,9;2415,5;2405,8;4136,4;3449,4;4299,6;3013,4;3416;4218,3;3450,1;4191,9;2999,8;2234,3;2102,8;3470;3561,8;3359,6;5846,7;4514,2;6670;5503,8
P40121;Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2;Master Protein;2906,7;6388,3;3576,5;5428,7;2666,6;3952,2;3691,7;3973,6;4360,4;5427,4;4767,6;4181,7;6122;4798,4;1738,8;2054,8;1710,8;1852,8;1965;1751,3;1719,4;2308,9;2791,8;2914,7;2550,5;2668,5;4655,9;4990;4182,6;3040,3;3815,1;3072;5145,6;6582,6;5513,6;2680,9;2606,4;2173,3;4854,9;6505;4702,9;2652,3;4435,5;4127,3
Q9UHB6;LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;Master Protein;6246,8;4703,9;4041,7;3523,4;3186,3;4953,1;4788,7;4678,7;4084,8;6148,3;4649,3;3763,2;6326,9;4905,5;3533,7;4965,3;4296;4154,8;2697,5;2821,2;4903,9;2167,9;3741,7;2407,1;3065,6;2468,5;4530,6;5716,3;5295,6;4296,8;3471,3;5476,6;6856,3;6398,5;5298,9;4302;4841,5;4560,4;4816,9;5065,1;5502,5;5739,4;7152,1;6891,2
O60869;Endothelial differentiation-related factor 1 OS=Homo sapiens OX=9606 GN=EDF1 PE=1 SV=1;Master Protein;7454,9;3705,2;3557,1;4883,5;4837,8;3466,8;3534,4;5073,5;3781,8;4394,8;3907,5;4130,5;4668,4;4206,4;5476,5;7361,3;4743,2;4740,8;4400,7;3885,5;3836,1;1830,9;3514,9;3133;3963,7;4116,8;3442,6;4539,7;5885;4028,2;4629,4;4038,4;6161,2;5703,2;3133,5;4765,1;5267,2;4606,5;5064,2;5333,5;7144,9;4896,6;5670;4760,6
Q15435;Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1;Master Protein;4820,2;3956,7;3596,7;3469,3;3966,1;2912,8;3223,8;3483,9;3243;4656,3;4498,6;3870,1;3715,9;3769;3122,2;4170,4;3944,4;4401,5;3729,4;3630,8;3872,8;1279,8;3457,2;2289,5;3043,4;2961,2;3372,8;4325,8;3622,4;3511,1;3419,9;3440,8;4368,1;4107;3256,2;4372,5;4238,8;4223,9;4171,8;4348,4;4828,1;4185,9;4745,4;4217,4
O43447;Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1;Master Protein;564,1;501,5;633;1045,6;1174,2;666,7;854,9;433,6;426;794,8;717,4;1104,9;969,4;879;346,1;475,9;603,8;621,1;955;966,2;823,2;226,9;670,3;505,8;855,2;840,7;816,3;894,7;459,8;589,1;967,4;807,2;575,4;546,8;507,5;733,2;712,5;726,7;1236,2;1217;1474,1;1122,4;1036,3;1011,8
P47755;F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3;Master Protein;2931,1;2648,6;1966,8;1750;2140,9;2954,9;2409,1;2288,4;2177,4;2407,1;2212,9;2017,1;2910,7;2466,4;2099,4;2586;1967,3;2106,6;1718,8;1886,8;2412,5;1074,1;1853,1;1374,4;1593,3;1461,2;2278,3;7352,5;2519,2;1852,4;1770,4;2511,5;2663,3;2745,7;2745,1;1902,3;2091,8;2223,7;2179,7;2338,6;2676,9;3085,3;3334,9;3213
Q02880;DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3;Master Protein;6044,7;5377,9;3527,7;3295,1;3461;4592,8;4809,7;5418;4719,2;4184,6;3661,1;3488,6;5101,6;4950,3;4272;5801,7;4114;4276,8;3241,4;3473,6;5148,9;1958,8;3330,9;2284,2;3051,6;3231,6;4975,3;5953,6;5595,3;3567,1;3355,6;4955;6229,4;6077,7;5053,8;4292,6;4294,5;3702,4;4060,4;4303,4;5057,9;6079,2;6032,4;5816,5
Q58FF6;Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1;Master Protein;635,2;269,5;58,7;53,4;142,2;208,7;156,6;399,1;492,6;131,3;100,6;113,7;496,6;379,7;253,9;237,8;36,5;59,1;77,4;85,8;185,8;165,7;77,8;31,8;85,9;79,1;194,8;251,3;306,2;67,3;76,3;228,5;549,5;455,6;503,7;100,9;110,1;98,8;128,1;122,3;145,8;279,1;412,3;508
Q93052;Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;Master Protein;3845,3;3318,7;2820,7;3091;4191,3;3517,1;2838,8;2878,9;2418;3883,4;3317,5;3936,8;3873,8;3152,5;2314,5;2242,8;2705,4;2659,2;2863,1;3093,4;2408,2;1156,8;3170,9;2323,1;3465,8;3769,8;2380,2;3504,4;3082,3;2881,5;3635,7;2871,8;3037,8;3762,7;2292;3179,1;3481,5;3375;4583,2;4315,7;6326,7;4488,8;4270,5;3255,5
P62244;40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2;Master Protein;5619,2;5062,4;4731,6;4530,8;5399,8;3978,6;4730,9;4513;3664,5;6227,3;5680,4;5169,3;5294,7;4518;4956,1;6045,3;6385,2;6463,8;6165,4;6557;5924,1;1668,2;4493,3;3444;4368,2;4211,5;4914,8;5377,7;4838,7;4938,9;5020,4;4693,3;6267,4;5228,8;4647,1;5449,4;5510,2;5357,9;5486;6314;6331,4;5695,1;5756,5;6483,2
Q8IVH4;Methylmalonic aciduria type A protein, mitochondrial OS=Homo sapiens OX=9606 GN=MMAA PE=1 SV=1;Master Protein;4212,9;3655;2215,8;2457,7;3414,9;1790,1;2774,8;3318,4;2902,9;3131,2;3635,8;3703,2;3708,2;3020,7;3271,3;3792,1;3070,6;3002,1;3771,4;3282,3;2603,9;959,5;2218,4;1329,7;2836,1;2923,8;3969,9;2847,3;3409,9;2509,7;2999,9;2829,1;4409,7;3388,9;2797,6;2292,3;2506,8;2985;3444,3;3778,6;3718,2;3112,9;3160;3517,9
P13693;Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1;Master Protein;3898,7;3719,1;3104,6;3531,4;3058,7;2728,1;2901,4;3170,1;2446,1;3690,5;3495,3;3459,6;3348,5;3033,7;4412,9;5740,5;5945,7;6579,3;5599,8;4924,2;4037,3;1194,5;2908,3;1993,7;2527,4;2586,2;2682,8;3714,9;3720,8;3481,5;3405,7;3353,6;4313,8;3605,2;2829,4;2868,8;3269;3162,5;4011,3;3752,9;3860,7;3181,2;4927,9;3645,1
Q99541;Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2;Master Protein;3981,4;3155,8;2932,1;1772,6;3611,8;2154,6;2764,6;2814,1;2884,8;3669,4;3665,1;2046,5;7119,5;4478,5;9497,9;5056,7;2687,4;5474;1702,6;2587,2;2573,1;1346;5960,6;4158,6;2307;3800,4;5713,3;4753,6;4426;3767,5;2597,9;3576,9;5787,4;3043;3591,9;5025,2;3429,6;2613,3;3281,8;2178;2072,9;3907,4;3952,4;5534
Q96LZ7;Regulator of microtubule dynamics protein 2 OS=Homo sapiens OX=9606 GN=RMDN2 PE=1 SV=2;Master Protein;4954,1;4756,9;3790;3173,3;4014,3;2762;4014,1;4365,7;3386,9;4313,5;4923,4;3968,4;3464,8;4059;4471,3;4285,2;5287,4;5099,5;4337,4;4796,2;5344,7;1168,4;2895;2373,6;3435,9;3640,1;3756,4;2977,2;4019,2;3931,8;3758,4;3814,4;4711,5;4321,6;3197,3;4490,1;4400,5;5136;4144,6;4991,5;5305,6;4596,1;3846,4;5054,1
Q96LJ7;Dehydrogenase/reductase SDR family member 1 OS=Homo sapiens OX=9606 GN=DHRS1 PE=1 SV=1;Master Protein;9287,5;5449,9;2867,2;1717,7;4350;1577,1;4667,8;3514,5;1966,4;1642,6;2566,5;1308,5;1847,2;1852,6;7016,8;3294,8;3086,3;4090,6;2935,7;5310,6;5171,8;1158,2;1763,1;800,1;1640,3;2107,5;1769,5;1564,4;3879,5;2372,9;2022,2;2645,9;2897,1;4249,1;2333,7;1863,3;2440,2;5317,3;1475,7;2375,3;1976,6;6489,6;1642,8;1990,6
P05026;Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1;Master Protein;6936,7;5760,2;3511;4167,2;5655,6;2552,3;4121;5240,2;4303,9;4089,9;4402,1;5471,3;4767,2;4241,2;5150,6;6783,9;4791,8;4693,3;5392,2;5920,2;5169,3;1462,4;3253;1819,6;4615,5;4119,9;4597;3651,2;5550,8;3744,1;4912,8;4161;5536,7;5447,1;3743,7;3400,8;3850,5;4811,8;5828,7;6227,6;6558,4;6087,4;4675;5732,7
Q96QV6;Histone H2A type 1-A OS=Homo sapiens OX=9606 GN=H2AC1 PE=1 SV=3;Master Protein Rejected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P46778;60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;Master Protein;6405,6;5464,9;4310;3902,8;4149;3057,1;3667,7;4942,5;4111,3;4878,3;4488,1;4273,8;4089,5;3779,4;5659,1;6879,9;6606,7;6418,4;5939,5;5511,9;4159,5;1839;3450,7;2629,2;3324,2;3327,7;6798,8;5319,9;5540,4;4554,1;4577,9;4440,4;7259,7;5496,8;5508,7;4624,2;4933,8;4718,7;4133,1;5198,1;5537;4239,2;4140,5;4969,2
Q0VF96;Cingulin-like protein 1 OS=Homo sapiens OX=9606 GN=CGNL1 PE=1 SV=2;Master Protein;7054;4872,8;2989;1917,3;2689,9;2937,9;4780,9;4230,7;3544,2;2813,8;2815,8;2083,2;3411,7;4016,5;3518;4930,9;2660,8;2584,7;2102,8;1954,9;3566,8;1692,1;2193,5;1650,4;1954,7;1706,5;2894;3294,4;4280,4;2874,4;2037,3;3840,9;4758,9;4632,2;3677,8;2954,3;4225,9;4163,2;1748,5;2660,6;2693,2;6040,5;3756;3831,3
Q58FG1;Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens OX=9606 GN=HSP90AA4P PE=5 SV=1;Master Protein;20,3;18,5;45;36,2;40,8;72,3;157,8;17,4;10,3;46,5;72,3;40,7;166,6;117,1;11,3;16,4;45,1;41;23,8;47,4;88,9;14,1;22,5;23,6;25,7;27,5;255,7;84,5;7,8;42,6;41,1;114,9;22,5;18,3;17,7;35;32,2;43,7;48;63,3;55,9;132;304,2;233,6
P04196;Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1;Master Protein;2808;2320,2;4547,1;6244,2;4994,5;5677,7;4416,1;2495,8;3046,5;3181,9;4096,5;4404,2;3500,9;3047,2;1661,1;1824,8;1869,3;2118,6;2158;1873;1843,5;4353,7;3864,6;3837,5;3779,9;4163,1;3185,9;3462,3;2842;2994;3675,2;3216,6;3587;3143,8;4046,3;3171,5;3393,1;3360,5;4481,3;4384,7;4827,2;5569,8;4057,4;3178,2
P42766;60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;Master Protein;7478,7;6447,3;3339;3132,4;3610,8;2687,1;3505,4;5807,6;4812;4148;3930,2;3625;3970,7;3564,4;6208,7;8323;5780,9;5467;4762,6;4761,7;4427,9;1744,7;2827;2193,9;3038,2;3123,8;3777,2;3970,7;6406,9;3539,6;3679,1;3622,7;7816,2;6652;5835,9;3894,4;4218,5;3821,1;3661,6;4222,6;4274,7;4416,5;4093;4914,8
Q9Y266;Nuclear migration protein nudC OS=Homo sapiens OX=9606 GN=NUDC PE=1 SV=1;Master Protein;7058,3;5596,2;4127,1;3345,7;4479,8;5945,5;5286,1;4866,9;3854,3;4820,2;4871,4;4258,4;6849,3;6175,8;5510,5;6187,1;4557;4619,8;3493,4;4159,7;5820,4;1504,3;3186,6;2213,8;3759,8;3200,3;6030,6;6580,3;5095,8;3979,2;3833,6;6165,6;5622;5514,6;4127,3;3896,5;4878,4;4431,9;4013,6;4682,6;4951,8;6897,4;6944,7;6929,5
Q9NQ39;Putative 40S ribosomal protein S10-like OS=Homo sapiens OX=9606 GN=RPS10P5 PE=5 SV=1;None;5067,5;3858,6;3850,7;2935,1;3632,4;2133,4;2634,5;4067,4;3386,2;4826,8;4496,1;3704,7;2870,6;2661,7;4281,8;5301,6;5256,2;5538,9;4209,1;3981,1;2809,4;1172,2;3151,3;2030,3;3336,5;3092,2;2670,1;3138,9;4278,5;4161,1;3658,6;2719,1;4773,2;4370,4;3383,5;4542,8;4692,8;4420,2;3633;4489,3;4649,5;3010,8;2946,5;3344
P05107;Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=2;Master Protein;2927,3;3248,4;2492,3;4364,6;3486,7;3997;3869,5;2472,2;2636,2;2670,1;2592,3;4051,8;4101,5;3488,6;2068,9;2717,7;1572,1;1822,6;3477,9;3015,4;2966,8;1823,4;2050,7;2051,5;2837,5;2385;3851,3;3681,8;2939;2185,2;3670,1;3437;4412,4;3361,1;3586,6;2202,4;1827,3;1961,8;4043,2;5148,5;5587,6;3427,2;5219,4;4611,5
Q9Y3F4;Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1;Master Protein;7294,6;6138,6;4911,3;3849,3;4434,7;2902,4;3113,8;5458,9;4276,5;5986,2;5467,8;4288,7;3995,4;3302,8;5856,7;7063,3;6009,7;6114;4313;5070,1;3538,8;1896,4;4204,9;2743,4;3485,7;3467,9;3165;3635,9;5800,6;5061,3;4041,3;3325,9;6440,8;6493,6;4953,5;4955,5;5455,1;5480,7;4736,4;4961,3;5175,9;3824,9;4746,4;4092,9
Q13151;Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1;Master Protein;2143,2;1912,5;1522,3;1865;1831,8;1625,3;1397,7;1709,6;1786,3;2315,6;1879,6;1887,6;1537;1405,2;1645;2107,1;1820,4;1716,5;1717,6;1993,2;1428,8;639,7;1918,3;1129;1458,4;1547,9;1253,3;2099,3;2028,2;1649,9;1836,2;1365,9;1992,4;2183,8;1702,7;1737,8;1763,6;1790,9;2542,9;2366,7;2969,7;1684,8;2045,3;1695
O14617;AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1;Master Protein;3727,4;3094;1912;3230,8;3880;2954;2976,7;3175,3;2479,2;2527,4;2059,3;3882,3;3722,8;3146,8;2752,5;3355,2;2135,7;2131,7;3486,4;3878,1;3105,4;1334,2;1879,5;1638,2;3080,4;2993,9;3010,5;3336,2;3011,2;1941,4;3364,2;2995,1;3756;3454,4;2958;2132,7;2174,4;2118,4;4105,6;4103,7;4890,9;3513,5;4150,8;3778,3
P02763;Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1;Master Protein;2600,2;1429,4;1816,1;2194,2;2246,1;3279,7;1736,5;1691,5;1366,8;4032,7;2713,9;2171,7;2971,3;1779,5;3114,8;4204,6;3345,1;7221,7;2505,9;3622,1;4066;729;1742,8;1399,7;2320,9;2535,9;2716,4;1554,7;2098,4;2514,1;2057,1;2086,7;1722,1;2160,7;2992,6;1704,7;1616,1;1644;2528,7;2377,3;1538,4;2001,8;2891,5;1627,1
Q15286;Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1;Master Protein;1351,5;1254;1190,5;1127,5;1103,6;827;760,1;1104,6;1185,8;1652,3;1458,5;1252;1066,5;768,5;1046,7;1171,1;1152,4;1279;921,8;917,3;799,2;546,1;1348;902,2;1024,8;924,2;841,8;970,3;1281,2;1167;1061,5;790,5;1603,1;1378,5;1408,1;1305,8;1283,1;1304,6;1624,4;1322,3;1642,1;837,8;1121,9;898,1
O00116;Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1;Master Protein;4927;3945,2;2660,2;2617,4;3995,9;1610,3;2267;3320,9;2946,6;2775,1;3147;3065,4;2564,7;2220,3;2638;3131;2292,1;2552,4;2596,9;2920,7;2132,5;1208,8;2416;1743,8;3263,5;2772,7;2594,2;2386,4;3251,4;2324,1;2959;2164,2;4028;4070,1;3073,7;2390;2676,4;2565,9;2832,6;3670,8;3809,9;2818,4;2387,7;2608,9
A6NHL2;Tubulin alpha chain-like 3 OS=Homo sapiens OX=9606 GN=TUBAL3 PE=1 SV=2;Master Protein;302;180,7;115,5;118,6;286,9;184,3;154,4;194,3;171;301,6;191,8;230,1;290,6;207,5;139;168,6;51,7;80,3;148,8;238,7;160,2;52,4;155,4;96,9;171,8;147,1;148,2;155,9;185,5;146,2;187,1;179,1;267,8;257,3;240,7;201,1;112,1;179,5;229,8;279,4;331,9;183,4;264,3;273,3
O43615;Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2;Master Protein;4625,6;3257,5;2554,1;2769,4;4067,4;2392,4;2950,6;3531,2;2780;2877,3;3364;3572,9;3444,2;3428,7;2747,5;3588,1;2737,8;2580,3;3387,7;3352,1;3651,6;1632,8;2038,1;1595,5;2749,4;2900,7;2692,1;2834,5;3071,2;2489,2;3293,3;2991;3582,8;3346;2753,5;2861,3;3233,1;3584;3313,1;4009,6;4126,9;3902,4;3305;4044,6
P11387;DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2;Master Protein;5036,7;4317,1;2828,3;4338,5;4227,3;3378,7;3818,6;4155,3;3689;3538,8;3158;3980,8;4435,8;3978,5;4357,2;5901,5;3184,1;3814,6;4139,8;4633,1;5189,3;2420,9;3079,6;2554,6;3371,8;3685;4215,5;4559,2;4757,4;3033,6;4008,1;4048,1;5854,4;5036,6;4884,6;2929,3;3037,3;2962,2;4947,8;4575;5237,5;4268,2;5448,7;5204,7
Q9Y2X3;Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1;Master Protein;3459,6;2587,1;2671,6;3768,5;3751,8;3195,8;3444,6;2517,3;2458;3489,8;3215,7;3987,6;3877,6;3212,1;2501,8;3380,3;3065,8;3180,7;3943,1;4107,2;3687,1;2115,5;3101,5;2500,4;3187,1;3300,4;3679,5;4102,9;3081,6;2769,7;3647,4;3513;4908,9;2825;3832,1;2870,9;2746,7;3187,5;4631,5;4860,3;4759,7;4087,5;4989;5035,7
P43034;Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2;Master Protein;2817;2616,7;2844,3;2450,8;2671,6;3446,1;3400;2465,7;2095,7;3930,1;3504,7;2889,1;4517,4;3622,4;2241,7;2620,9;3014,1;3239,3;2446,3;2330,5;3563,4;893,6;2997,8;1929,4;2090,2;2136,6;3388,5;4387,8;2684,3;2893,3;2322;3603,2;2625;2988,1;2138,3;2770,8;2809,1;2905,9;3215,4;2851,1;3505,2;3763,7;5375;4318,7
P14735;Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4;Master Protein;5884,3;4948,2;2900,8;3562,6;3733,1;3460,2;3432;4639,6;3781;3327,1;3286,4;3444,4;4117,7;3628,7;4102,1;5694,2;3485,3;3604,6;3506;3456,8;4061,5;1562,2;2445,6;1817,7;3307,6;3030,8;4290,9;6514,6;4568,2;2957,9;3457,1;4135,8;5377;5008,4;4521;3106,7;3319;3106,9;4171,4;4142,3;4178,4;4201,7;4722,5;4349,1
Q86X76;Deaminated glutathione amidase OS=Homo sapiens OX=9606 GN=NIT1 PE=1 SV=2;Master Protein;3852,5;3137,1;2602,4;2948,4;4279,5;1976,6;2894;2890,4;1972,8;2731,3;2897,7;3725,1;3059,7;2917,3;3140,7;3115,6;3537,8;3505,2;4727,5;3604;3825,6;905,2;2247,3;1244,4;3521,7;3232,6;2683,1;2504,9;2909,6;2696,3;3634;2800,5;2936,6;3053,1;2157,8;3103,9;2896,3;3189,9;3806,2;4481,1;4515,5;3251,3;3219,2;3329,4
O75146;Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2;Master Protein;3150;2388,9;2046,5;1723,4;2226,9;1418,7;2082,1;2130;1896,4;2752,3;2398,6;2151,3;2242,7;2233,4;1894;2419,6;2337,7;2492,6;2138,9;2119;2260,1;803,3;1565,3;1162,3;1778,6;1540,3;1833,9;2384,2;2209,2;2134,1;1970,3;2080,4;2631,6;2455,9;2152;2122,7;2425,8;2309,1;2235,8;2523,2;2832,7;2594,5;2400,3;2783,9
P25311;Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2;Master Protein;3967,1;3416,6;3873,1;4058,7;4844,6;5526,8;3531,2;3633,2;3752,9;3656,9;3532,2;2577;4398,9;4102,6;2567,7;3341,6;3119,4;3120,7;2335,9;1737,1;3906,6;4163,8;2952,8;3352,6;3654,5;3108,7;5174,9;4906,7;4120,3;3109,3;3147,1;4121;4591,6;4477,9;6407,6;2508;3249,8;2823,8;3648,4;3768,6;2987,4;4793,6;5460,9;4228,6
Q9UI15;Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2;Master Protein;63,1;51,2;90,2;;;44;48;56,9;76,6;100,8;120;;64,6;52,6;39,2;43,4;91;72;;;49,7;17,8;53,3;28,9;;;55,2;40,9;57,7;79;;50,1;59,9;64,4;53,5;101,2;117;108,1;;;;76,1;56,2;58,9
P09871;Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1;Master Protein;3676,1;3295,8;3032,4;4032,9;3607,4;4633,8;4004,6;2755,5;3882,9;3517,7;3270,7;3015,4;4979;4050;2414,5;3923,1;2773,7;3447;2738,5;2160,6;3428,5;2272,9;2519,5;2487,6;3008,4;3111,5;3442,6;5633;3519,2;2849,5;3104,9;4128;3886;4130;3777,4;2810,9;3241,7;2950,4;3117,2;3727,8;4797,6;5277;6143,7;4247,2
Q93009;Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;Master Protein;4268,9;3713,5;2223,4;2238,4;2544,8;2244,8;2379,7;3327,4;3019,4;2575,7;2442,8;2439,5;2520,1;2362,1;2889,9;3881,8;2419;2306,5;2398;2405,3;2528,8;2285,8;2135,8;1831,8;2108,8;2087,9;2516,7;2805,3;3661,3;2105,4;2185,8;2322,6;4358,7;3898,4;3553,1;2238,3;2341,4;2533,6;2683,9;2895,9;3001,4;2804,2;2871,2;2896,3
Q96JB5;CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens OX=9606 GN=CDK5RAP3 PE=1 SV=2;Master Protein;6858;6001,8;6424,4;4072,3;5369,5;4893,5;5771,6;5904,5;5392,2;6515,8;6149,1;5059,2;6501,9;5637,3;5395,6;6008,6;6114;6054,9;4856,6;5483,2;6052,5;1761,2;4878,2;3903,2;4340,9;4398,6;5333,4;5980,2;5703,9;5579,4;4587,6;5460,8;6159,2;6185,1;4805,7;5242,6;5286,1;5818,9;4944,9;5406,8;6255,3;6661;6411,1;6435,2
O95563;Mitochondrial pyruvate carrier 2 OS=Homo sapiens OX=9606 GN=MPC2 PE=1 SV=1;Master Protein;6110,4;3850,4;3447,3;2073;3630,4;995,2;1956,5;4762,6;3424,4;4334,7;5179,9;2655,5;1630,2;2634,3;4329,8;3959,6;3603,2;4334,6;3775,7;2481,3;2317,7;915;3197,5;2342,5;2417;2535,5;1644,9;1442,4;3652,9;3560;2478;1732,6;4233,7;3860,1;3237,3;4771,4;4472,7;4890;2106,7;2850,3;3291,5;2273,7;1490,4;2060,3
Q96GA7;Serine dehydratase-like OS=Homo sapiens OX=9606 GN=SDSL PE=1 SV=1;Master Protein;3229,8;2225,5;2161,9;2186,4;2825,7;1233,6;2656,3;2737;1622,2;2104,9;2603,8;3166,5;3460,4;2190,4;1631,8;2313,8;2015;1984,2;2231,9;1833;1870,8;810,7;2036,2;1124,3;2854,8;2634,1;2517,4;1961,4;2095,4;2148,8;2476,8;2277,7;2465;2393,8;1712,4;2108,1;2980,7;2354,9;3150,8;3716,7;3199,3;3376,6;3042,1;2502,4
O75191;Xylulose kinase OS=Homo sapiens OX=9606 GN=XYLB PE=1 SV=3;Master Protein;4249,9;3308,1;3326,3;3496,9;5031,1;2192,4;4022,7;3931,1;2118;2756,5;3258,4;3356,6;3443,8;3828,8;3058,8;3927,4;5411;5144,7;6718,3;6064,6;7648,8;1455;1957,9;1503;3440,4;3866,8;2988,3;2972,7;3333,7;3262,7;4137,2;4008,7;3287,5;2953,1;2369,6;3573,1;3136,5;4358,5;3109;4725,6;3620,1;5242,5;4238,8;4653,5
P38435;Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=2;Master Protein;4886,5;3461,3;4213,4;2939,6;4062,4;2745,9;3279,2;5831;3343,3;3858,1;3485,9;3422,7;3140,6;3206,7;4275,6;4097,1;4094,3;3621,7;3372;4164,2;3298,6;1086,3;2426,5;1673,5;4542,8;3414,9;4092,4;3064,3;3847;3264,2;3814,9;3269,7;3794,1;4585,9;2970,4;2948;3796,1;3428,6;3222,3;5895,9;6544,1;5573,4;2752,4;3867,9
